CensusTract,State,County,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,HUNVFlag,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,UATYP10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lahunvhalf,lahunvhalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lahunv1,lahunv1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lahunv10,lahunv10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lahunv20,lahunv20share
05091020600,AR,Miller,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,807,137,0.0658971,1,2079,U,1734.72073,0.834401506,1437.941213,0.691650415,587.6727065,0.850467014,261.1801232,0.786687118,185.4282305,0.229774759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05091020701,AR,Miller,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1486,106,0.0295182,0,3591,U,3590.999967,0.999999991,1006.931639,0.280404244,835.9999888,0.999999987,632.9999971,0.999999995,0,0,2976.722461,0.8289397,819.8228905,0.228299329,708.0315651,0.846927709,447.3576348,0.706726121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05091020702,AR,Miller,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1706,17,0.0047052,1,3613,U,2869.146415,0.794117469,1336.173853,0.369823928,623.4661222,0.784234116,447.0736332,0.795504685,191.0254247,0.111972699,167.8594789,0.046459861,79.0776855,0.021886987,29.46563341,0.03706369,34.22925214,0.060906143,11.51711866,0.006750949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05091020801,AR,Miller,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1231,0,0,0,2768,U,2767.999946,0.999999981,571.9891719,0.206643487,588.9999908,0.999999984,307.9999952,0.999999984,11.82620073,0.009606987,2282.420007,0.824573702,471.6472393,0.170392789,504.5765375,0.856666447,288.2198913,0.935778868,9.120145719,0.007408729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05091020802,AR,Miller,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,930,0,0,0,2332,R,2275.876016,0.975933112,827.2277053,0.354728862,480.7527535,0.981128068,357.6189402,0.963932453,72.783320990000007,0.078261635,2069.380766,0.887384548,785.1163555,0.336670821,435.4948366,0.888764973,329.4391577,0.887976166,70.658334730000007,0.075976704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05091020900,AR,Miller,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3098,82,0.0101535,0,8076,R,8076.000001,1,1937.75337,0.239939744,1903.999997,0.999999998,1140.000001,1.000000001,95.04819443,0.030680502,8076.000001,1,1937.75337,0.239939744,1903.999997,0.999999998,1140.000001,1.000000001,95.04819443,0.030680502,414.3227903,0.051302971,117.5300672,0.014553005,112.5387105,0.059106466,63.85424272,0.056012494,5.330490948,0.001720623,0,0,0,0,0,0,0,0,0,0
05091021000,AR,Miller,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,3086,0,0,0,8063,R,8062.99997,0.999999996,3125.140597,0.387590301,2066.999996,0.999999998,1176.999996,0.999999997,174.9926834,0.056705341,8062.99997,0.999999996,3125.140597,0.387590301,2066.999996,0.999999998,1176.999996,0.999999997,174.9926834,0.056705341,5044.323343,0.62561371,2045.644512,0.253707617,1396.49451,0.67561418,679.0564603,0.576938369,102.4958015,0.033213157,0,0,0,0,0,0,0,0,0,0
05091980000,AR,Miller,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,6,0,0,0,18,U,18.00000028,1.000000015,0,0,6.000000092,1.000000015,0,0,0,0,15.93418362,0.885232423,0,0,5.311394523,0.88523242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05093010100,AR,Mississippi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,740,28,0.0149573,1,1872,C,381.7651119,0.203934355,178.8973463,0.095564822,117.5957865,0.214983156,43.66855176,0.246714982,70.40749186,0.095145259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05093010200,AR,Mississippi,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,2255,99,0.0164918,1,6003,C,5480.706045,0.91299451,2742.353223,0.456830455,1652.760919,0.890496185,669.1448153,0.95728872,295.2360857,0.130925093,1409.084725,0.234730089,623.6493479,0.103889613,343.5589067,0.18510717,185.8221774,0.265840025,39.99475112,0.017736032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05093010300,AR,Mississippi,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1268,0,0,1,3288,R,2429.048301,0.738761649,1634.274391,0.49704209,731.1059095,0.721723504,270.8054157,0.780419065,223.3084181,0.17611074,893.201101,0.271654836,576.3997964,0.175304074,247.6672134,0.244488858,104.9575434,0.302471307,105.03306,0.082833644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05093010600,AR,Mississippi,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,2493,61,0.0095641,0,6378,C,4030.450229,0.631930108,1676.014067,0.262780506,1171.547031,0.661143923,523.8818507,0.631182953,84.92322497,0.034064671,2619.529935,0.41071338,1267.204654,0.198683702,838.7064206,0.473310621,275.3105294,0.331699433,30.40222656,0.012195037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05093010700,AR,Mississippi,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1565,0,0,0,4200,R,4199.999994,0.999999999,1092.588073,0.260140017,1113.999996,0.999999996,461.0000007,1.000000002,70.03267127,0.044749311,4161.715502,0.990884643,1084.169978,0.258135709,1102.203184,0.989410399,458.3025042,0.994148599,69.66277453,0.044512955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05093010800,AR,Mississippi,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,2745,57,0.0080191,1,7108,R,5099.627808,0.717449044,2142.992857,0.301490273,1344.317555,0.725481681,731.4503733,0.707398814,112.1429556,0.040853536,2292.333526,0.322500496,863.7634407,0.121519899,560.6666106,0.302572375,348.9744395,0.337499458,54.00082459,0.019672432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05093010900,AR,Mississippi,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,923,235,0.0848988,1,2768,R,2768.000012,1.000000004,1837.676722,0.66390055,770.0000043,1.000000006,278.0000012,1.000000004,97.63011056,0.105774768,2768.000012,1.000000004,1837.676722,0.66390055,770.0000043,1.000000006,278.0000012,1.000000004,97.63011056,0.105774768,236.7427842,0.085528463,151.4236451,0.054705074,54.48998693,0.070766217,39.96866764,0.143772186,2.353358546,0.002549684,0,0,0,0,0,0,0,0,0,0
05093011000,AR,Mississippi,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1821,0,0,1,4674,C,924.1803168,0.197727924,570.8251063,0.122127751,297.7817076,0.199987715,73.70710501,0.157493814,104.9974171,0.057659208000000003,286.246894,0.061242382,190.6015356,0.040779105,67.91647791,0.045612141,28.19875959,0.06025376,39.51410151,0.021699122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05093011100,AR,Mississippi,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1154,287,0.0914013,1,3140,C,2722.564698,0.867058821,1543.354796,0.491514266,694.3959666,0.873454046,333.2310048,0.789646931,28.0869346,0.024338765,895.6664256,0.285244085,485.6876723,0.154677603,250.2239828,0.314747148,100.7411627,0.238723134,9.895464379,0.008574926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05093011200,AR,Mississippi,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,810,0,0,1,2086,R,1495.237883,0.716796684,784.9145389,0.376277344,394.4561859,0.717193065,206.9666458,0.755352722,29.19904413,0.036048203,1184.120584,0.567651287,689.5903,0.330580201,304.7474414,0.554086257,172.029772,0.627845883,22.54296165,0.027830817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05093011300,AR,Mississippi,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,851,0,0,1,2206,R,2205.999995,0.999999998,1175.324505,0.532785361,569.0000021,1.000000004,302.9999987,0.999999996,84.28371232,0.09904079,2205.999995,0.999999998,1175.324505,0.532785361,569.0000021,1.000000004,302.9999987,0.999999996,84.28371232,0.09904079,0.208528128,9.45277e-5,0.089806319,4.071e-5,0.049580915,8.71369e-5,0,0,0.014475053,1.70095e-5,0,0,0,0,0,0,0,0,0,0
05093011400,AR,Mississippi,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1116,0,0,0,2757,C,2756.999996,0.999999999,1296.539775,0.470271953,776.0000051,1.000000007,391.9999961,0.99999999,135.8988432,0.121773157,2756.999996,0.999999999,1296.539775,0.470271953,776.0000051,1.000000007,391.9999961,0.99999999,135.8988432,0.121773157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05095950100,AR,Monroe,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1589,65,0.017164,1,3787,C,2448.1307,0.646456483,1567.01985,0.413789239,612.7290835,0.68308705,463.5153234,0.641987983,192.0164219,0.120841046,1060.2786,0.279978505,689.5819641,0.182091884,243.1231757,0.27104033,199.5377768,0.276368112,87.95372105,0.055351618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05095950200,AR,Monroe,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,937,19,0.0088785,1,2140,R,1208.642795,0.564786353,606.2074156,0.283274493,257.1900215,0.557895925,217.4974764,0.583103154,46.7080919,0.049848551,464.8807526,0.217233997,224.7943685,0.105044097,96.05117327,0.208353955,81.23380559,0.217785002,15.5723921,0.016619415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05095950300,AR,Monroe,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,955,0,0,1,2222,R,2222,1,1025.475423,0.461510091,481.9999991,0.999999998,446.0000003,1.000000001,94.41372974,0.098862544,2222,1,1025.475423,0.461510091,481.9999991,0.999999998,446.0000003,1.000000001,94.41372974,0.098862544,684.3452443,0.307986159,263.769202,0.118708012,130.7981569,0.271365471,152.6116298,0.342178542,20.17633865,0.021127056,25.6130802,0.011527039,8.964578051,0.004034464,7.458101089,0.015473239,7.96388966,0.017856255,0.886459598,9.2823e-4
05097953000,AR,Montgomery,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1500,121,0.036677800000000003,1,3299,R,3060.104193,0.927585387,1256.949164,0.381009143,507.3078264,0.897889958,885.6025823,0.923464632,70.80061549,0.04720041,2472.10147,0.749348733,1012.950416,0.307047716,399.4677026,0.707022482,693.7220855,0.723380694,49.12322504,0.032748817,566.0917865,0.171594964,224.5970357,0.068080338,104.0377918,0.184137685,136.3185277,0.142146536,10.26260642,0.006841738,0,0,0,0,0,0,0,0,0,0
05097953100,AR,Montgomery,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,950,0,0,1,2242,R,2242.000001,1.000000001,1119.304577,0.49924379,488.9999999,1,471.9999993,0.999999998,61.82383468,0.065077721,2242.000001,1.000000001,1119.304577,0.49924379,488.9999999,1,471.9999993,0.999999998,61.82383468,0.065077721,1130.852474,0.504394502,532.7095436,0.237604614,267.1404162,0.54629942,220.5562959,0.467280288,26.07514044,0.027447516,0,0,0,0,0,0,0,0,0,0
05097953200,AR,Montgomery,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1550,0,0,1,3946,R,3946.000002,1,1791.232984,0.453936387,944.0000005,1.000000001,694.9999969,0.999999996,43.328131140000004,0.027953633,3946.000002,1,1791.232984,0.453936387,944.0000005,1.000000001,694.9999969,0.999999996,43.328131140000004,0.027953633,537.67807,0.136259014,177.8884681,0.045080707,92.89470343,0.098405406,124.6493422,0.179351571,1.636505164,0.00105581,0,0,0,0,0,0,0,0,0,0
05099090100,AR,Nevada,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1048,0,0,0,2490,R,2489.999995,0.999999998,1008.572552,0.405049218,573.9999994,0.999999999,425.9999994,0.999999999,92.36274264,0.088132388,2489.999995,0.999999998,1008.572552,0.405049218,573.9999994,0.999999999,425.9999994,0.999999999,92.36274264,0.088132388,1065.915435,0.428078488,439.3219552,0.17643452,257.2945401,0.448248328,194.8769977,0.457457741,32.79120234,0.031289315,0,0,0,0,0,0,0,0,0,0
05099090200,AR,Nevada,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1982,157,0.0316341,1,4963,C,4086.955076,0.823484803,1492.383098,0.300701813,988.7693088,0.801921581,683.2995841,0.819304058,104.9710679,0.052962194,2527.503442,0.509269281,759.131314,0.152958153,582.3126903,0.472273066,468.2105278,0.561403511,39.31729528,0.019837182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05099090300,AR,Nevada,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,667,0,0,0,1544,R,1543.999994,0.999999996,669.5768897,0.433663789,323.9999977,0.999999993,327.9999981,0.999999994,45.0077433,0.067477876,1543.999994,0.999999996,669.5768897,0.433663789,323.9999977,0.999999993,327.9999981,0.999999994,45.0077433,0.067477876,1021.364404,0.661505443,438.5203046,0.284015741,214.9325127,0.663371953,222.8063082,0.679287525,29.2475304,0.043849371,0,0,0,0,0,0,0,0,0,0
05101180100,AR,Newton,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1707,51,0.0125092,0,4077,R,3991.537106,0.979037799,1617.788233,0.396808495,867.161879,0.994451696,754.948443,0.92745509,135.309448,0.079267398,3721.757411,0.912866669,1467.206501,0.35987405,800.6412721,0.918166596,703.537749,0.864296989,125.7858379,0.073688247,1361.840105,0.33402995,448.7473555,0.110068029,310.7892909,0.356409737,236.445384,0.290473445,62.31528801,0.036505734,0,0,0,0,0,0,0,0,0,0
05101180200,AR,Newton,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1864,0,0,1,4253,R,4240.573421,0.997078162,2481.49157,0.583468509,862.5396415,0.99830977,882.9906243,0.995479847,128.9619029,0.06918557,4200.478566,0.987650733,2452.348073,0.576616053,855.7372351,0.990436615,871.1475862,0.982128057,128.3272052,0.068845067,1577.910208,0.3710111,815.5349104,0.191755211,299.3976113,0.346525013,326.5591163,0.368161349,50.81862044,0.027263208,97.34010094,0.022887397,51.40485325,0.012086728,22.80509262,0.026394783,17.25117077,0.019448896,2.129842128,0.001142619
05103950100,AR,Ouachita,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,2276,19,0.0033415,1,5686,R,5686.000002,1,2977.69531,0.523688939,1450,1,753.0000019,1.000000003,162.0649799,0.071206054,5686.000002,1,2977.69531,0.523688939,1450,1,753.0000019,1.000000003,162.0649799,0.071206054,2274.819939,0.400073855,1369.810541,0.240909346,527.5227069,0.363808763,351.697522,0.467061782,73.82956437,0.032438297,0,0,0,0,0,0,0,0,0,0
05103950200,AR,Ouachita,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1225,38,0.0136347,0,2787,R,2786.999996,0.999999999,1513.33588,0.542998163,561.9999983,0.999999997,623.9999981,0.999999997,55.39072856,0.045216921,2527.447579,0.906870319,1377.517715,0.494265416,486.6400921,0.865907637,569.1177634,0.912047698,45.05524171,0.036779789,797.3911377,0.286110921,439.8131119,0.157808795,121.6426971,0.21644608,200.7066974,0.321645348,12.49198211,0.010197536,0,0,0,0,0,0,0,0,0,0
05103950300,AR,Ouachita,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,2347,0,0,0,5522,R,5472.403451,0.991018372,2292.396367,0.415138784,1143.884958,0.991234799,933.5226393,0.988901101,199.3624089,0.084943506,5364.864355,0.971543708,2270.888548,0.411243852,1117.291597,0.968190292,920.8641753,0.975491711,196.1740588,0.083585027,1844.477943,0.334023532,875.7171867,0.158586959,424.2487377,0.367633222,302.4660119,0.320408911,77.3588688,0.032960745,0,0,0,0,0,0,0,0,0,0
05103950400,AR,Ouachita,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1513,0,0,0,3366,C,2221.611769,0.66001538,1132.32539,0.336400888,528.3266123,0.651450817,439.3067976,0.68109581,140.3432333,0.092758251,660.5668647,0.19624684,383.1556796,0.113831159,152.9072523,0.188541618,130.9246053,0.202983884,61.53274571,0.040669363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05103950500,AR,Ouachita,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1606,0,0,1,3744,C,3220.419773,0.860154854,1535.874025,0.410222763,744.9367622,0.880539908,524.4542614,0.813107382,107.7112597,0.067068032,2048.950467,0.547262411,1101.667544,0.29424881,470.8004633,0.55650173,300.9240541,0.466548921,81.62679425,0.050826148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05103950600,AR,Ouachita,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,2036,295,0.0588235,1,5015,C,3317.153545,0.66144637,1783.923363,0.35571752,806.6395534,0.610166077,624.4583403,0.743402786,209.2944487,0.10279688,836.1775361,0.166735301,459.0056992,0.09152656,154.9281456,0.117192243,200.1174267,0.238235032,38.99230868,0.019151429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05105952700,AR,Perry,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,2095,10,0.0018932,0,5282,R,5282.000021,1.000000004,1859.591635,0.352062029,1206.000003,1.000000002,799.0000036,1.000000004,103.3589543,0.049336016,5281.967215,0.999993793,1859.577531,0.352059358,1205.997378,0.999997826,798.9908178,0.999988508,103.3568373,0.049335006,248.6864808,0.047081878,46.92593991,0.008884123,55.54072121,0.046053666,22.20560006,0.02779174,1.42701151,6.81151e-4,0,0,0,0,0,0,0,0,0,0
05105952800,AR,Perry,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1337,105,0.0313152,0,3353,R,2795.131831,0.833621184,895.5037137,0.267075369,617.9722877,0.802561413,526.3372941,0.862848023,58.2384292,0.043559035,2015.05314,0.600970218,675.7482963,0.20153543,423.3824788,0.549847375,355.538703,0.582850333,41.426147,0.030984403,35.43648922,0.010568592,11.49536173,0.003428381,6.199919501,0.008051844,10.06611359,0.016501826,1.44126326,0.001077983,0,0,0,0,0,0,0,0,0,0
05105952900,AR,Perry,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,738,37,0.020442,1,1810,R,1810.000001,1.000000001,971.9861288,0.537008911,426.0000003,1.000000001,337.9999989,0.999999997,15.22033899,0.020623766,1810.000001,1.000000001,971.9861288,0.537008911,426.0000003,1.000000001,337.9999989,0.999999997,15.22033899,0.020623766,823.3792811,0.45490568,481.5740077,0.266062988,183.4989705,0.430748757,168.5100234,0.498550365,5.617717776,0.007612084,0,0,0,0,0,0,0,0,0,0
05107480100,AR,Phillips,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1258,126,0.0395356,1,3187,R,2572.871654,0.807302057,1326.769131,0.416306599,681.2609033,0.836929857,463.2535439,0.759432039,153.8926289,0.122331184,1785.590689,0.5602732,1076.670997,0.33783213,517.9294571,0.636276974,267.8963539,0.439174351,122.991191,0.097767242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05107480200,AR,Phillips,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,2368,0,0,1,5903,R,5902.999997,1,2672.320698,0.452705522,1476.999998,0.999999999,1004.999999,0.999999999,180.5564019,0.076248481,5902.999997,1,2672.320698,0.452705522,1476.999998,0.999999999,1004.999999,0.999999999,180.5564019,0.076248481,3093.217605,0.524007726,1694.377288,0.28703664,726.0562236,0.491574965,622.0281245,0.618933457,126.1274571,0.053263284,164.4557448,0.027859689,40.28528332,0.006824544,39.90447625,0.027017249,41.79937498,0.041591418,0,0
05107480300,AR,Phillips,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,2373,0,0,1,6200,C,4879.750246,0.787056491,3333.462761,0.537655284,1445.497352,0.764813414,591.8730299,0.780835132,320.7295042,0.135157819,1272.082253,0.205174557,859.1774657,0.138577011,334.2204462,0.176836215,176.7230707,0.233143893,109.7505272,0.046249695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05107480400,AR,Phillips,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,752,74,0.0374684,1,1975,R,1974.797368,0.999897401,1475.094506,0.746883294,602.9207096,0.999868507,210.9779744,0.999895613,218.9429489,0.291147538,1842.269788,0.932794829,1387.280829,0.702420673,565.0534707,0.937070432,194.6070121,0.922308114,208.3694556,0.277087042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05107480500,AR,Phillips,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1015,46,0.0173258,1,2655,C,2295.23199,0.864494158,1675.516225,0.631079557,727.3015583,0.867901621,339.4500623,0.877131944,182.5869984,0.179888668,832.6307364,0.313608564,604.3768895,0.227637247,225.0262994,0.268527804,142.541249,0.368323641,57.49362359,0.056643964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05107480600,AR,Phillips,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,725,0,0,1,1837,R,1837.000006,1.000000003,1328.101355,0.722972975,491.0000026,1.000000005,283.0000015,1.000000005,111.3150873,0.153538051,1837.000006,1.000000003,1328.101355,0.722972975,491.0000026,1.000000005,283.0000015,1.000000005,111.3150873,0.153538051,1744.922909,0.949876379,1261.532102,0.68673495,479.786406,0.977161723,267.0670124,0.94369969,104.9317822,0.144733493,211.0530523,0.114890067,152.5856519,0.083062413,36.02368718,0.073367998,32.92897677,0.116356808,13.33992167,0.018399892
05109953300,AR,Pike,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1572,89,0.0210054,1,4237,R,3096.648909,0.730858841,1519.239825,0.358564981,887.1597654,0.739916402,424.1854437,0.655618924,74.07948611,0.047124355,2423.123312,0.571895991,1061.501204,0.25053132,695.9982854,0.580482306,324.6277893,0.501743106,64.73957883,0.041182938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05109953400,AR,Pike,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1018,0,0,1,2500,R,2499.999991,0.999999996,1075.275283,0.430110113,548.9999972,0.999999995,479.9999971,0.999999994,47.09302438,0.046260338,2499.999991,0.999999996,1075.275283,0.430110113,548.9999972,0.999999995,479.9999971,0.999999994,47.09302438,0.046260338,1075.953369,0.430381348,493.2981713,0.197319269,220.5153825,0.401667363,219.0902063,0.45643793,23.29332001,0.022881454,0,0,0,0,0,0,0,0,0,0
05109953500,AR,Pike,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1867,107,0.0234958,0,4554,R,4429.940371,0.972758096,1870.921591,0.410830389,1016.823547,0.978655964,811.4759225,0.971827452,91.94223475,0.049245975,3625.736455,0.796165229,1554.806342,0.341415534,855.9593667,0.823829997,615.1661823,0.736725967,72.43930368,0.038799841,1125.050267,0.247046611,536.29981540000006,0.117764562,256.4699874,0.246843106,219.2960571,0.262630008,22.24655477,0.011915669,0,0,0,0,0,0,0,0,0,0
05111490100,AR,Poinsett,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1763,96,0.0217195,1,4420,R,3115.647286,0.704897576,1449.679477,0.327981782,735.2430331,0.731585108,436.3785409,0.608617212,80.58376998,0.045708321,2364.577402,0.534972263,1032.461378,0.233588547,533.3810607,0.530727424,351.5152159,0.490258321,52.40935466,0.029727371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05111490200,AR,Poinsett,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,698,0,0,0,1756,R,1756.000009,1.000000005,694.7447942,0.395640543,357.0000027,1.000000008,327.0000012,1.000000004,0,0,1748.684229,0.995833843,691.6680267,0.393888398,355.2927084,0.995217671,325.46686,0.995311498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05111490300,AR,Poinsett,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1467,0,0,1,3544,C,1805.355539,0.509411834,1335.113852,0.376725127,515.6263533,0.523478531,229.6191612,0.519500365,143.9886525,0.098151774,540.2293588,0.152434921,381.2518578,0.107576709,157.0199419,0.159411108,66.42964797,0.150293321,39.58596979,0.026984301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05111490400,AR,Poinsett,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1619,55,0.0130952,0,4200,C,2007.544486,0.477986782,401.6389001,0.09562831,529.5312715,0.492587229,297.1367196,0.443487641,12.11874208,0.007485326,195.2602382,0.046490533,36.16816603,0.008611468,46.36900477,0.043133958,28.12409136,0.041976256000000003,0.594746907,3.67354e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05111490500,AR,Poinsett,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,2470,154,0.0236777,1,6504,R,5619.617056,0.864024763,2890.626387,0.444438251,1340.820006,0.854025481,859.4884094,0.827226573,129.3902645,0.052384722,4505.785909,0.692771511,2161.128257,0.332276792,1066.152468,0.679078005,703.234586,0.676837908,83.9344525,0.03398156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05111490600,AR,Poinsett,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,711,0,0,0,1698,R,1698.000006,1.000000003,672.2585218,0.395911968,362.0000001,1,305.9999995,0.999999999,14.58298152,0.020510523,1698.000006,1.000000003,672.2585218,0.395911968,362.0000001,1,305.9999995,0.999999999,14.58298152,0.020510523,1570.264507,0.924772972,621.6549881,0.366110123,338.6176012,0.935407738,279.8389668,0.914506427,13.35993722,0.018790348,0,0,0,0,0,0,0,0,0,0
05111490700,AR,Poinsett,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1026,36,0.0146282,1,2461,R,2187.853899,0.889010117,1290.965838,0.524569621,561.4880755,0.928079464,329.4299582,0.825638993,84.28696819,0.082151041,1193.129681,0.484814986,708.4341674,0.287864351,326.2959237,0.539332105,158.0317319,0.396069504,46.87401894,0.045686178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05113950100,AR,Polk,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1786,0,0,0,4336,R,4299.364998,0.991550968,1839.154535,0.424159256,934.1787749,0.98959616,897.6219364,0.989660349,0,0,4167.800073,0.961208504,1787.267979,0.4121928,901.7566811,0.955250722,871.7607629,0.961147478,0,0,906.4040152,0.209041516,395.4986625,0.091212791,155.1218245,0.164323967,205.2112374,0.226252742,0,0,0,0,0,0,0,0,0,0,0,0
